"order_id","id","parent_id","amount","error_code","kind","status","created_at"
"7677431711","8332931551","",121.0,"","authorization","success","2016-08-22"
"7677435999","8332937311","",45.24,"","authorization","success","2016-08-22"
"7677438879","8332940639","",87.0,"","authorization","success","2016-08-22"
"7677442463","8332945055","",42.0,"","authorization","success","2016-08-22"
"7677442975","8332945567","",126.0,"","authorization","success","2016-08-22"
"7677460703","8332965151","",81.29,"","authorization","success","2016-08-22"
"7677463135","8332968415","",52.0,"","authorization","success","2016-08-22"
"7677464671","8332969951","",32.0,"","authorization","success","2016-08-22"
"7677474399","8332980831","",122.85,"","authorization","success","2016-08-22"
"7677477663","8332983647","",34.31,"","authorization","success","2016-08-22"
"7677490655","8332997919","",169.97,"","authorization","success","2016-08-22"
"7677491231","8332998623","",59.0,"","authorization","success","2016-08-22"
"7677502367","8333003487","",119.83,"incorrect_zip","authorization","failure","2016-08-22"
"7677519263","8333004767","",52.0,"","authorization","failure","2016-08-22"
"7677502367","8333009439","",119.83,"","authorization","success","2016-08-22"
"7677519263","8333010271","",32.0,"","authorization","failure","2016-08-22"
"7677519263","8333011039","",32.0,"","authorization","failure","2016-08-22"
"7677519263","8333012831","",32.0,"","authorization","failure","2016-08-22"
"7677505887","8333013023","",77.0,"","authorization","success","2016-08-22"
"7677510111","8333017503","",361.0,"","authorization","success","2016-08-22"
"7677513503","8333021215","",34.31,"","authorization","success","2016-08-22"
"7677517087","8333024223","",32.0,"","authorization","success","2016-08-22"
"7677519263","8333027039","",32.0,"","authorization","success","2016-08-22"
"7677522847","8333031263","",75.0,"","authorization","success","2016-08-22"
"7677525343","8333034015","",103.0,"","authorization","success","2016-08-22"
"7677525919","8333034719","",101.0,"","authorization","success","2016-08-22"
"7677528671","8333037407","",196.65,"","authorization","success","2016-08-22"
"7677529119","8333037983","",128.92,"","authorization","success","2016-08-22"
"7677536863","8333046175","",88.0,"","authorization","success","2016-08-22"
"7677545631","8333055391","",186.82,"","authorization","success","2016-08-22"
"7677566303","8333078431","",113.62,"","authorization","success","2016-08-22"
"7677587551","8333101023","",124.55,"","authorization","success","2016-08-22"
"7677594783","8333108575","",92.83,"","authorization","success","2016-08-22"
"7677601311","8333116063","",148.0,"","authorization","success","2016-08-22"
"7677605087","8333120863","",63.81,"","authorization","success","2016-08-22"
"7677606943","8333122783","",272.03,"","authorization","success","2016-08-22"
"7677610271","8333125983","",75.0,"","authorization","success","2016-08-22"
"7677616287","8333132511","",42.0,"","authorization","success","2016-08-22"
"7677621471","8333138527","",76.0,"","authorization","success","2016-08-22"
"7677625887","8333144415","",196.85,"","authorization","success","2016-08-22"
"7677633823","8333152543","",56.16,"","authorization","success","2016-08-22"
"7677635871","8333154463","",97.0,"","authorization","success","2016-08-22"
"7677636703","8333155359","",32.0,"","authorization","success","2016-08-22"
"7677640479","8333159455","",32.0,"","authorization","success","2016-08-22"
"7677647519","8333160159","",71.32,"","authorization","failure","2016-08-22"
"7677641503","8333160607","",34.31,"","authorization","success","2016-08-22"
"7677645535","8333165727","",84.0,"","authorization","success","2016-08-22"
"7677647519","8333168031","",71.32,"","authorization","success","2016-08-22"
"7677654175","8333171871","",141.0,"","authorization","failure","2016-08-22"
"7677654175","8333175647","",141.0,"","authorization","success","2016-08-22"
"7677654943","8333176607","",32.0,"","authorization","success","2016-08-22"
"7677656095","8333177887","",67.0,"","authorization","success","2016-08-22"
"7677658335","8333180639","",87.0,"","authorization","success","2016-08-22"
"7677661151","8333183839","",77.0,"","authorization","success","2016-08-22"
"7677661919","8333184799","",32.0,"","authorization","success","2016-08-22"
"7677662175","8333184863","",42.0,"","authorization","success","2016-08-22"
"7677664863","8333187871","",52.0,"","authorization","success","2016-08-22"
"7677668575","8333191775","",122.36,"","authorization","success","2016-08-22"
"7677670559","8333194079","",67.0,"","authorization","success","2016-08-22"
"7677675743","8333199391","",49.0,"","authorization","success","2016-08-22"
"7677679007","8333202911","",32.0,"","authorization","success","2016-08-22"
"7677679327","8333203487","",52.0,"","authorization","success","2016-08-22"
"7676539359","8333205471","8331919391",131.1,"","capture","success","2016-08-22"
"7676549855","8333205599","8331930399",91.12,"","capture","success","2016-08-22"
"7676553055","8333205791","8331934431",75.0,"","capture","success","2016-08-22"
"7676564127","8333205919","8331948191",94.4,"","capture","success","2016-08-22"
"7676566815","8333206111","8331950623",34.31,"","capture","success","2016-08-22"
"7676582495","8333206431","8331968735",168.0,"","capture","success","2016-08-22"
"7676590623","8333207007","8331978399",56.16,"","capture","success","2016-08-22"
"7676594463","8333207263","8331982559",108.6,"","capture","success","2016-08-22"
"7676602079","8333207519","8331991775",114.71,"","capture","success","2016-08-22"
"7676610719","8333207583","8332001311",34.31,"","capture","success","2016-08-22"
"7676620191","8333208095","8332012127",45.24,"","capture","success","2016-08-22"
"7676629791","8333208159","8332022559",56.16,"","capture","success","2016-08-22"
"7676633503","8333208223","8332026079",112.97,"","capture","success","2016-08-22"
"7676633695","8333208351","8332026335",78.01,"","capture","success","2016-08-22"
"7676636959","8333208479","8332029919",121.27,"","capture","success","2016-08-22"
"7676638943","8333208607","8332032351",145.0,"","capture","success","2016-08-22"
"7676641375","8333208863","8332035295",34.31,"","capture","success","2016-08-22"
"7676649887","8333208927","8332045343",45.24,"","capture","success","2016-08-22"
"7676657695","8333209247","8332054239",32.0,"","capture","success","2016-08-22"
"7677685791","8333211999","",251.0,"","authorization","success","2016-08-22"
"7677687647","8333213855","",32.0,"","authorization","success","2016-08-22"
"7677687583","8333214111","",42.0,"","authorization","success","2016-08-22"
"7677688991","8333215455","",106.83,"","authorization","success","2016-08-22"
"7677689183","8333215711","",49.0,"","authorization","success","2016-08-22"
"7677689503","8333215903","",163.16,"","authorization","success","2016-08-22"
"7677690143","8333216799","",32.0,"","authorization","success","2016-08-22"
"7677693407","8333221087","",122.0,"","authorization","success","2016-08-22"
"7677694623","8333222303","",111.88,"","authorization","success","2016-08-22"
"7677695455","8333223583","",45.24,"","authorization","success","2016-08-22"
"7677700447","8333224095","",52.0,"incorrect_zip","authorization","failure","2016-08-22"
"7677988767","8333227999","",80.2,"incorrect_zip","authorization","failure","2016-08-22"
"7677700319","8333229151","",56.16,"","authorization","success","2016-08-22"
"7677700447","8333229407","",52.0,"","authorization","success","2016-08-22"
"7677701535","8333230751","",113.0,"","authorization","success","2016-08-22"
"7677701983","8333231455","",180.24,"","authorization","success","2016-08-22"
"7677707295","8333232479","",97.0,"incorrect_zip","authorization","failure","2016-08-22"
"7677716447","8333235487","",207.0,"card_declined","authorization","failure","2016-08-22"
"7677707295","8333237215","",97.0,"","authorization","success","2016-08-22"
"7677716447","8333237983","",207.0,"card_declined","authorization","failure","2016-08-22"
"7677709279","8333239583","",52.0,"","authorization","success","2016-08-22"
"7677718495","8333240159","",32.0,"incorrect_zip","authorization","failure","2016-08-22"
"7677714463","8333240799","",120.0,"card_declined","authorization","failure","2016-08-22"
"7677716447","8333241375","",207.0,"card_declined","authorization","failure","2016-08-22"
"7677710943","8333241695","",99.93,"","authorization","success","2016-08-22"
"7677712095","8333242975","",72.55,"","authorization","success","2016-08-22"
"7677713439","8333244383","",86.0,"","authorization","success","2016-08-22"
"7677714463","8333245855","",120.0,"","authorization","success","2016-08-22"
"7677715679","8333247519","",77.83,"","authorization","success","2016-08-22"
"7677716447","8333248351","",207.0,"","authorization","success","2016-08-22"
"7677717983","8333250015","",82.38,"","authorization","success","2016-08-22"
"7677833695","8333382815","",74.0,"","authorization","success","2016-08-22"
"7677718303","8333250463","",134.38,"","authorization","success","2016-08-22"
"7677718495","8333250783","",32.0,"","authorization","success","2016-08-22"
"7677719263","8333251551","",52.0,"","authorization","success","2016-08-22"
"7677720863","8333253215","",34.31,"","authorization","success","2016-08-22"
"7677721311","8333253855","",101.0,"","authorization","success","2016-08-22"
"7677725023","8333257887","",149.67,"","authorization","success","2016-08-22"
"7677726111","8333259039","",78.01,"","authorization","success","2016-08-22"
"7677731039","8333259551","",86.0,"incorrect_zip","authorization","failure","2016-08-22"
"7677726815","8333259743","",178.83,"","authorization","success","2016-08-22"
"7677730143","8333263391","",81.29,"","authorization","success","2016-08-22"
"7677731039","8333264543","",86.0,"","authorization","success","2016-08-22"
"7677732127","8333265695","",226.0,"","authorization","success","2016-08-22"
"7677734623","8333270047","",77.0,"","authorization","success","2016-08-22"
"7677734687","8333270175","",80.2,"","authorization","success","2016-08-22"
"7677735967","8333271647","",56.16,"","authorization","success","2016-08-22"
"7677738655","8333274399","",86.0,"","authorization","success","2016-08-22"
"7677740831","8333276767","",110.0,"","authorization","success","2016-08-22"
"7677742879","8333279135","",52.0,"","authorization","success","2016-08-22"
"7677743583","8333279839","",32.0,"","authorization","success","2016-08-22"
"7677746143","8333282335","",69.0,"","authorization","success","2016-08-22"
"7677746399","8333282847","",217.0,"","authorization","success","2016-08-22"
"7677746719","8333283295","",45.11,"","authorization","success","2016-08-22"
"7677747615","8333284127","",119.0,"","authorization","success","2016-08-22"
"7677749279","8333285663","",240.0,"","authorization","success","2016-08-22"
"7677753503","8333289823","",148.68,"","authorization","success","2016-08-22"
"7677754527","8333291039","",203.21,"","authorization","success","2016-08-22"
"7677754847","8333291551","",32.0,"","authorization","success","2016-08-22"
"7677755935","8333292703","",279.68,"","authorization","success","2016-08-22"
"7677756511","8333293279","",32.0,"","authorization","success","2016-08-22"
"7677758495","8333295647","",139.0,"","authorization","success","2016-08-22"
"7677758559","8333295711","",59.0,"","authorization","success","2016-08-22"
"7677759263","8333296479","",32.0,"","authorization","success","2016-08-22"
"7677759327","8333296607","",65.0,"","authorization","success","2016-08-22"
"7677759647","8333297055","",75.0,"","authorization","success","2016-08-22"
"7677760671","8333297951","",45.24,"","authorization","success","2016-08-22"
"7677761503","8333298655","",94.0,"","authorization","success","2016-08-22"
"7677762719","8333299743","",116.0,"","authorization","success","2016-08-22"
"7677763039","8333299871","",82.38,"","authorization","success","2016-08-22"
"7677762847","8333300063","",199.0,"","authorization","success","2016-08-22"
"7677764895","8333301983","",161.8,"","authorization","success","2016-08-22"
"7677766303","8333303519","",197.7,"","authorization","success","2016-08-22"
"7677766751","8333304287","",86.0,"","authorization","success","2016-08-22"
"7677768863","8333306207","",59.0,"","authorization","success","2016-08-22"
"7677769183","8333307039","",34.31,"","authorization","success","2016-08-22"
"7677774239","8333307103","",34.31,"card_declined","authorization","failure","2016-08-22"
"7677770079","8333308063","",94.4,"","authorization","success","2016-08-22"
"7677772831","8333310687","",45.24,"","authorization","success","2016-08-22"
"7677774239","8333312031","",34.31,"","authorization","success","2016-08-22"
"7677777119","8333315615","",34.31,"","authorization","success","2016-08-22"
"7676331935","8333317599","8331688479",124.55,"","capture","success","2016-08-22"
"7676331935","8333318239","8333317599",124.55,"","refund","success","2016-08-22"
"7676363167","8333321247","8331722975",0.0,"","void","success","2016-08-22"
"7677781983","8333321375","",158.0,"","authorization","success","2016-08-22"
"7676658079","8333323359","8332054815",132.0,"","capture","success","2016-08-22"
"7676672351","8333323423","8332072735",45.24,"","capture","success","2016-08-22"
"7676689567","8333323615","8332092511",34.31,"","capture","success","2016-08-22"
"7676695775","8333323679","8332099103",61.63,"","capture","success","2016-08-22"
"7677784095","8333323871","",137.0,"","authorization","success","2016-08-22"
"7676711455","8333323935","8332116639",151.86,"","capture","success","2016-08-22"
"7676713759","8333324127","8332119071",113.62,"","capture","success","2016-08-22"
"7676717215","8333324575","8332122847",168.25,"","capture","success","2016-08-22"
"7677784799","8333324703","",102.05,"","authorization","success","2016-08-22"
"7676724895","8333324767","8332131359",138.7,"","capture","success","2016-08-22"
"7676727455","8333324895","8332135455",113.62,"","capture","success","2016-08-22"
"7676824287","8333325087","8332252767",133.29,"","capture","success","2016-08-22"
"7676870751","8333325663","8332308639",100.0,"","capture","success","2016-08-22"
"7677785823","8333325983","",32.0,"","authorization","success","2016-08-22"
"7676880287","8333326431","8332320415",52.0,"","capture","success","2016-08-22"
"7676882847","8333327007","8332323295",210.97,"","capture","success","2016-08-22"
"7676905311","8333327647","8332351583",56.16,"","capture","success","2016-08-22"
"7677791583","8333327711","",137.66,"incorrect_zip","authorization","failure","2016-08-22"
"7676906399","8333327775","8332352991",157.97,"","capture","success","2016-08-22"
"7676928287","8333327967","8332379359",67.0,"","capture","success","2016-08-22"
"7676950559","8333328607","8332405151",157.97,"","capture","success","2016-08-22"
"7676970591","8333329055","8332426399",76.0,"","capture","success","2016-08-22"
"7676978527","8333329183","8332436319",103.0,"","capture","success","2016-08-22"
"7676989599","8333329247","8332448287",270.48,"","capture","success","2016-08-22"
"7677033695","8333329311","8332496671",149.0,"","capture","success","2016-08-22"
"7677036255","8333329631","8332500063",121.0,"","capture","success","2016-08-22"
"7677053023","8333329823","8332520287",32.0,"","capture","success","2016-08-22"
"7677060767","8333330399","8332530079",125.0,"","capture","success","2016-08-22"
"7677789535","8333330591","",478.52,"","authorization","success","2016-08-22"
"7677083615","8333330783","8332555423",154.83,"","capture","success","2016-08-22"
"7677109471","8333330911","8332585695",82.38,"","capture","success","2016-08-22"
"7677147743","8333331039","8332630751",32.0,"","capture","success","2016-08-22"
"7677148319","8333331103","8332631135",222.83,"","capture","success","2016-08-22"
"7677160543","8333331167","8332646111",114.0,"","capture","success","2016-08-22"
"7677790559","8333331999","",113.62,"","authorization","success","2016-08-22"
"7677225439","8333333023","8332687455",145.0,"","capture","success","2016-08-22"
"7677791583","8333333407","",137.66,"","authorization","success","2016-08-22"
"7677229151","8333333471","8332691999",77.0,"","capture","success","2016-08-22"
"7677250015","8333333663","8332716383",32.0,"","capture","success","2016-08-22"
"7677255135","8333333983","8332723295",165.83,"","capture","success","2016-08-22"
"7677256863","8333334111","8332725407",45.24,"","capture","success","2016-08-22"
"7677791839","8333334239","",100.0,"","authorization","success","2016-08-22"
"7677260575","8333334303","8332729951",52.0,"","capture","success","2016-08-22"
"7677261663","8333334623","8332731487",158.0,"","capture","success","2016-08-22"
"7677262943","8333335263","8332732767",182.0,"","capture","success","2016-08-22"
"7677265375","8333336287","8332735391",32.0,"","capture","success","2016-08-22"
"7677267935","8333337055","8332738399",45.0,"","capture","success","2016-08-22"
"7677268639","8333337183","8332739167",32.0,"","capture","success","2016-08-22"
"7677794463","8333337247","",56.16,"","authorization","success","2016-08-22"
"7677269023","8333337375","8332739487",112.0,"","capture","success","2016-08-22"
"7677271455","8333338079","8332741855",65.0,"","capture","success","2016-08-22"
"7677283935","8333338399","8332756575",226.0,"","capture","success","2016-08-22"
"7677285855","8333338463","8332758623",107.97,"","capture","success","2016-08-22"
"7677307359","8333339103","8332786143",42.0,"","capture","success","2016-08-22"
"7677307487","8333339295","8332786335",87.0,"","capture","success","2016-08-22"
"7677308703","8333339551","8332788063",49.0,"","capture","success","2016-08-22"
"7677329375","8333339615","8332812319",229.85,"","capture","success","2016-08-22"
"7677330079","8333339743","8332813151",34.31,"","capture","success","2016-08-22"
"7677330271","8333339807","8332813215",126.73,"","capture","success","2016-08-22"
"7677338463","8333339999","8332822879",113.62,"","capture","success","2016-08-22"
"7677339999","8333340127","8332824991",45.24,"","capture","success","2016-08-22"
"7677353119","8333340383","8332840991",132.0,"","capture","success","2016-08-22"
"7677796447","8333340511","",161.83,"","authorization","success","2016-08-22"
"7677796575","8333340575","",215.7,"","authorization","success","2016-08-22"
"7677364639","8333341023","8332853727",45.0,"","capture","success","2016-08-22"
"7677368287","8333341215","8332858143",268.0,"","capture","success","2016-08-22"
"7677371871","8333341471","8332862623",72.55,"","capture","success","2016-08-22"
"7677374943","8333341599","8332865759",100.0,"","capture","success","2016-08-22"
"7677381087","8333341791","8332872991",87.0,"","capture","success","2016-08-22"
"7677381471","8333342239","8332873439",124.55,"","capture","success","2016-08-22"
"7677383711","8333342623","8332876127",32.0,"","capture","success","2016-08-22"
"7677401823","8333342751","8332897439",103.0,"","capture","success","2016-08-22"
"7677412447","8333343007","8332909279",91.12,"","capture","success","2016-08-22"
"7677413279","8333343263","8332910495",131.1,"","capture","success","2016-08-22"
"7677413919","8333343903","8332911391",179.17,"","capture","success","2016-08-22"
"7677415647","8333344031","8332913119",94.4,"","capture","success","2016-08-22"
"7677421151","8333344287","8332919647",65.0,"","capture","success","2016-08-22"
"7677426655","8333344607","8332925535",331.0,"","capture","success","2016-08-22"
"7677427807","8333344799","8332927071",121.0,"","capture","success","2016-08-22"
"7677431007","8333344991","8332930719",136.8,"","capture","success","2016-08-22"
"7677431711","8333345759","8332931551",121.0,"","capture","success","2016-08-22"
"7677435999","8333346015","8332937311",45.24,"","capture","success","2016-08-22"
"7677438879","8333346271","8332940639",87.0,"","capture","success","2016-08-22"
"7677442463","8333346911","8332945055",42.0,"","capture","success","2016-08-22"
"7677442975","8333347359","8332945567",126.0,"","capture","success","2016-08-22"
"7677802335","8333348063","",59.0,"","authorization","success","2016-08-22"
"7677804063","8333350303","",109.25,"","authorization","success","2016-08-22"
"7677806367","8333352671","",34.31,"","authorization","success","2016-08-22"
"7677807327","8333353759","",52.0,"","authorization","success","2016-08-22"
"7677807903","8333354335","",32.0,"","authorization","success","2016-08-22"
"7677808863","8333355551","",81.29,"","authorization","success","2016-08-22"
"7677809567","8333356383","",56.16,"","authorization","success","2016-08-22"
"7677811807","8333358495","",61.63,"","authorization","success","2016-08-22"
"7677387807","8333359839","8332881247",119.0,"","capture","success","2016-08-22"
"7677814431","8333361759","",132.48,"","authorization","success","2016-08-22"
"7677815263","8333362463","",49.0,"","authorization","success","2016-08-22"
"7677818399","8333366303","",100.0,"","authorization","success","2016-08-22"
"7677819039","8333367071","",154.0,"","authorization","success","2016-08-22"
"7677928351","8333367775","",59.0,"","authorization","failure","2016-08-22"
"7677820319","8333368479","",70.37,"","authorization","success","2016-08-22"
"7677513503","8333369503","8333021215",0.0,"","void","success","2016-08-22"
"7677821663","8333369695","",215.22,"","authorization","success","2016-08-22"
"7677822175","8333370271","",67.0,"","authorization","success","2016-08-22"
"7677823647","8333372191","",131.1,"","authorization","success","2016-08-22"
"7677824351","8333372831","",52.0,"","authorization","success","2016-08-22"
"7677825247","8333374047","",42.0,"","authorization","success","2016-08-22"
"7677825439","8333374111","",32.0,"","authorization","success","2016-08-22"
"7677825631","8333374431","",107.83,"","authorization","success","2016-08-22"
"7677825759","8333374687","",34.31,"","authorization","success","2016-08-22"
"7677826207","8333374943","",32.0,"","authorization","success","2016-08-22"
"7677827487","8333376543","",121.7,"","authorization","success","2016-08-22"
"7677828383","8333377119","",39.0,"","authorization","success","2016-08-22"
"7677829407","8333378207","",61.63,"","authorization","success","2016-08-22"
"7677831263","8333380191","",42.0,"","authorization","success","2016-08-22"
"7677843807","8333388959","",34.31,"incorrect_zip","authorization","failure","2016-08-22"
"7677838431","8333389151","",34.31,"","authorization","success","2016-08-22"
"7677848543","8333394911","",52.0,"incorrect_zip","authorization","failure","2016-08-22"
"7677843807","8333395743","",34.31,"","authorization","success","2016-08-22"
"7677844127","8333396127","",112.0,"","authorization","success","2016-08-22"
"7677846431","8333398431","",52.0,"","authorization","success","2016-08-22"
"7677847903","8333400607","",94.0,"","authorization","success","2016-08-22"
"7677848543","8333401183","",52.0,"","authorization","success","2016-08-22"
"7677851167","8333404703","",56.16,"","authorization","success","2016-08-22"
"7677928351","8333410399","",59.0,"","authorization","failure","2016-08-22"
"7677928351","8333415583","",59.0,"","authorization","failure","2016-08-22"
"7677860063","8333416223","",93.31,"","authorization","success","2016-08-22"
"7677860511","8333416927","",32.0,"","authorization","success","2016-08-22"
"7677861983","8333419103","",52.0,"","authorization","success","2016-08-22"
"7677864607","8333421983","",34.31,"","authorization","success","2016-08-22"
"7677865055","8333422175","",42.0,"","authorization","success","2016-08-22"
"7677875807","8333434975","",34.31,"","authorization","success","2016-08-22"
"7677876383","8333435551","",57.83,"","authorization","success","2016-08-22"
"7677796447","8333439775","8333340511",161.83,"","capture","success","2016-08-22"
"7677879519","8333439967","",42.0,"","authorization","success","2016-08-22"
"7677796575","8333440095","8333340575",215.7,"","capture","success","2016-08-22"
"7677802335","8333440159","8333348063",59.0,"","capture","success","2016-08-22"
"7677804063","8333440671","8333350303",109.25,"","capture","success","2016-08-22"
"7677806367","8333441247","8333352671",34.31,"","capture","success","2016-08-22"
"7677807327","8333441311","8333353759",52.0,"","capture","success","2016-08-22"
"7677880671","8333441759","",76.0,"","authorization","success","2016-08-22"
"7677807903","8333442015","8333354335",32.0,"","capture","success","2016-08-22"
"7677808863","8333442143","8333355551",81.29,"","capture","success","2016-08-22"
"7677809567","8333442207","8333356383",56.16,"","capture","success","2016-08-22"
"7677811807","8333442335","8333358495",61.63,"","capture","success","2016-08-22"
"7677814431","8333442847","8333361759",132.48,"","capture","success","2016-08-22"
"7677815263","8333443359","8333362463",49.0,"","capture","success","2016-08-22"
"7677818399","8333443935","8333366303",100.0,"","capture","success","2016-08-22"
"7677819039","8333444575","8333367071",154.0,"","capture","success","2016-08-22"
"7677820319","8333444703","8333368479",70.37,"","capture","success","2016-08-22"
"7677821663","8333444831","8333369695",215.22,"","capture","success","2016-08-22"
"7677822175","8333445023","8333370271",67.0,"","capture","success","2016-08-22"
"7677823647","8333445279","8333372191",131.1,"","capture","success","2016-08-22"
"7677824351","8333445919","8333372831",52.0,"","capture","success","2016-08-22"
"7677825247","8333446047","8333374047",42.0,"","capture","success","2016-08-22"
