"id","product_id","product_style","sku","created_at","price"
"50553885151","12928057823","8d408970d1e9f0841fb78044495b2c3d","06175b0ad2ab26a703fb2a430ce3d446","2016-08-18",48.3
"50553895455","12928058271","1a48969f590d02853bf7526fd9548a5b","2fe6aba68574d8b94a219328f3341a53","2016-08-18",47.6
"50553904735","12928058591","0aae1793ae53de4a8ea4c515173bf7e5","4722ae71218783a96fca4f6f959ab35e","2016-08-18",47.6
"4886510081533","375446869501","8aea90e31897c3e18d933ae9bc23204d","c40b691a245e3ef6dbbb2c3c05c5178f","2016-11-14",15.0
"50553870687","12928056799","10d1be62aec8c13347df2da753b8a64f","232652faab48921af2319afaf2243767","2016-08-18",22.5
"4886506968573","375446574589","522918b341e4135d37aae52e41c16f77","c4454d08703cfdef77c775335afb2dc6","2016-11-14",34.0
"50553928543","12928059999","677b9227f454869d57276bb57cd05780","243d5f631d175e86058c5bb006d9cade","2016-08-18",22.5
"5233717450237","408409576957","77ff165bd6d6c3ace791eb2c51ecded7","26f19c4241c9e6f9723a731573a6a66f","2016-12-15",14.0
"50554362911","12928089119","c2055353ef80c5d326714f9d763bb78a","a144867ed909721890e1cd6453d86d68","2016-08-18",29.0
"50554646815","12928101343","6e946f77ff14a1c28023b7eac81fcfd1","95e0a3b2758577d56fab4b376864b8db","2016-08-18",36.4
"50766799775","12950530079","8945e6be376ffa754e06840e4865cc24","6694410e8dd84fbc363b0cfc55221b1f","2016-08-21",47.6
"5233717941757","408409675261","81065bfd3e85f8131126dca9cc2e13ec","da45929d267acf638a8999f0769c56c1","2016-12-15",38.0
"4675004700157","353352455677","c9b0dc8f814bff83c58a6660a648fee6","c9b0dc8f814bff83c58a6660a648fee6","2016-11-03",10.0
"4886508410365","375446738429","feffe95c382c830dc26b5042977bf07e","04a4a9d4de0864db845a29ea935c44af","2016-11-14",26.0
"4886509327869","375446771197","c3d60b295f59135333cd4577c9934e11","6a94d85a3b4a25b677203a602d83a4b8","2016-11-14",24.0
"50553822879","12928053407","20c98d4b3bde6f2c64ab8427266378fe","dc75e84a9f8558c4c5a91bafdad63940","2016-08-18",31.5
"4886509917693","375446803965","73d7e2c924df5cabaadeca1feb9437c4","2d00b79b2df6dbc36038f9e7e05483ed","2016-11-14",35.0
"50553843615","12928054111","ac281e68df3c790bd500fa9b3e390221","73219821392304308409845f8cbf4da0","2016-08-18",29.0
"4886510278141","375446902269","c61004d741d7e3bbf41f53c0903cf950","3f1046f047817cfb30e4962fe2993497","2016-11-14",32.0
"4886506804733","375446541821","fad1612401a58fa299a23b6bd0aacbd9","e4920ca3f4a742da761a6c394a49b60c","2016-11-14",11.5
"4886503691773","375446115837","c181d5d7597a1e506e723de23374cf04","722eec2c62038bb2c0d7968f52539a21","2016-11-14",31.5
"5233718924797","408409839101","159ab734c46d8895c70e782fe440776f","a5f3e6fdf61731d100faf1d7c2ad20a7","2016-12-15",19.0
"5233718105597","408409708029","c9bdf46f0baa62b5f2244e364062de9f","9608a444f5275044dc2c3867f448c293","2016-12-15",40.6
"5233718597117","408409773565","bebc4e85831e805ef36c5f8cab67b989","6989f4d8d09bca6722fd041e02d0687a","2016-12-15",29.4
"5233719416317","408409904637","37b89adf7618acf0682e35b3fd7d8ecd","0997e0765228a5a98dbc04ac4d4c3ccb","2016-12-15",43.4
"50553799647","12928051359","aaf96a65f83b3be78fc9f364fd970613","e97a18dd313d4ecbbb9c8800d1d59296","2016-08-18",31.0
"5233717614077","408409609725","04c96d026e6e9b205eb2f6aa05e83189","327230e4bad49152241d3a4986eb27ee","2016-12-15",28.8
"8058831115773","719242663421","31b008a3c33e9b805c0c6cf500b08f2a","f051a2a5fe5ca1085f67d41d4e6a2e19","2017-05-23",16.8
"4886503527933","375446083069","628c6088421a792670a1c9e0c333c386","7856592b0ca8ac200035d7f5f06b2358","2016-11-14",29.0
"5233718269437","408409740797","93c180221dd394778c1d5e09cbd4ec0e","e5a7352007e354fe611c899277591be5","2016-12-15",43.4
"5233719252477","408409871869","7d0fc3f21d2af61e08362c4e2f29bee2","172b5977e051593ef3bd30628f008ede","2016-12-15",32.5
"6942276031997","521264043517","6382089631e4e35bcadc2669da338729","12204340eb68a0e4728ba5fb16ad6353","2017-02-28",28.0
"6942276392445","521264076285","4c819c528af41cc77a00c4ec211360ed","5511bbae6d12ee0d07b318f9a5524934","2017-02-28",52.0
"4886505559549","375446377981","93933b123cbdec109f896bf3d5dd93fd","b067f1e70efed40d58f7eff9e1660eca","2016-11-14",15.0
"5233719580157","408409937405","38ee6e16ba7b97155194542f96da3b3b","af075f0270f6579fa051a3ab01ec0eb8","2016-12-15",26.0
"6942269445629","521263453693","bc2b3ab443180d95bed725dbaab83838","e911e4b01386a4ed60412721f0491028","2017-02-28",43.4
"6942269740541","521263519229","792624aad1d9dc7f39bbae74553f7e25","6eb656ddf983218c1e6f47346d3f839e","2017-02-28",32.0
"6942276883965","521264174589","555677bee655ed33977c080796bad385","44565e8f5e093704730917a4e1f4deff","2017-02-28",25.0
"6942270199293","521263584765","72b1057925d20c838a4ee74f95c900a0","677c8135d5fbf4529a55090275fe1546","2017-02-28",55.3
"6942270363133","521263650301","451bfd1e118f311a62b61f8db5fa7867","3c39536804db58442330ced40aa2fb96","2017-02-28",62.0
"8058831640061","719242794493","e5b8f09c81e1f4a0aa9a41d79946a8b8","1bae537dde982b7a4f3187242d2fe47e","2017-05-23",38.0
"50768926303","12950763615","8a64f44587d83d703dbbe8e75c538175","46d8605d49937cb25e3a8af56bf932e3","2016-08-21",26.0
"4886507689469","375446705661","3d796d78a652e51800392a9d1a029a73","7baa89d9979a884d22b3c6c7582ce0eb","2016-11-14",34.8
"6942271772157","521263814141","08bc673b48907aeae4ec26b0997c2e47","fa5b50c81c279b2017f35b173e30a712","2017-02-28",62.0
"6942274393597","521263846909","5ca9c9f4d38fc260169cd619ab22fe7f","e4c456e2ad55e7b2782daf69affc8ebc","2017-02-28",38.0
"5233717777917","408409642493","e671e2b3d84d47680a9f357465aa7ae2","bdfdd94c7778ca2dc44ecbcdcc17105b","2016-12-15",47.5
"8058834032125","719243122173","08eeece8e62ac421553fe9b50e22a8b4","1283bec0a7341d1d072e4216525096ac","2017-05-23",32.0
"8058834228733","719243154941","947d9933604c04619f90f7430d051a13","f5cc33edbcc881f3ea93a1258e95dcdd","2017-05-23",62.0
"5233720071677","408410035709","26be1e9cd20e94e52ad3aefd1309b0be","b97233e2836665e7af33a210ba036d38","2016-12-15",43.2
"8058837734909","719244137981","5b135cf7b714aaa91ee6bbd0733381a1","659938a782489801e69d8d2b20ed8e03","2017-05-23",62.0
"8058838455805","719244236285","46ed7edb963045b881e39089efcd3248","984c865a721cffde355bac24f02be7c0","2017-05-23",42.0
"6942270920189","521263781373","9fc20ad853eb7df154b9e038944414bc","1309af81c6e964b83f422290d3f13c14","2017-02-28",53.4
"8058838619645","719244269053","1a8b286aea4ef47ec38f6523258a7cbd","7841bc172fd90308ff520228338a9a8e","2017-05-23",38.0
"8058830951933","719242630653","b028724df2a22a4923a0f99931380a1f","b8aa85d4a2d31377bb801393247a50f6","2017-05-23",48.0
"8058831312381","719242761725","29c422957ef3d1848861d4678350a634","6e0276d21e7d21b270c832d53ff955ca","2017-05-23",32.0
"6942269871613","521263551997","f02e1f5dbf8ef737770b11aeca3421f4","09335cf66ab2aff76f65411bb006bbfe","2017-02-28",26.6
"6942270526973","521263683069","d01e9c610bcedf5b42f94eb23340951d","7c0de116fb76bae4aedaf6acfa125b09","2017-02-28",33.6
"8058833409533","719243056637","97a2f3d6ab4ba2a7f404d4bd55b1bbea","c5653a6194d89c1643b657dca4ef74fd","2017-05-23",28.0
"6942270690813","521263715837","e70c421e4b7ccbace6a16cc1342bbf76","c041719837d1d54a260d5115858d279f","2017-02-28",38.0
"8058835604989","719243711997","cccd9eeebae44857f5bc3e4e78727b25","f8d6b50f3041d940f29d7b4a479cc665","2017-05-23",42.0
"8058836129277","719243908605","351ce79f684ed6e9f33634230d2a3e44","b4c83e4dbba7a5aa789f37b5d58de635","2017-05-23",62.0
"8058836686333","719243974141","c009c37e3a9fd3050260e52d0c227711","71935bf938d863dccd975e5fbc367f29","2017-05-23",42.0
"6942275376637","521263977981","1f03c6fdd9b40b5dff06470a788c86ab","01fcd719d747ef7136121cfdaaf32db1","2017-02-28",38.0
"8058836850173","719244006909","afb28b9748b025fc155985044414413f","07ecb59db6264917ce2cc0c6262cb80d","2017-05-23",38.0
"6942275016189","521263912445","f3b469ec060506636edf1ede7c9df877","ca5df526fb15adf1fede0e3a414bdb7d","2017-02-28",50.4
"6942276720125","521264141821","4b4fcfe2760cb1924356bd1c0f148aea","8c22683c185aaa8df83a5e0ce509c449","2017-02-28",38.0
"8058834392573","719243187709","34a66f966db07e8efedfbc3da58f8f80","ba8f58d51cad45724bbe65d65a31d1c5","2017-05-23",48.0
"8058834556413","719243253245","4e702272a04cc78a453b368accc564d0","00e4d904008ddfe7283429e96a63e279","2017-05-23",29.4
"8058837014013","719244039677","71277b4da6360825a37136cf5988761d","80029b7246c58b0893f583a4f2e1d53c","2017-05-23",58.0
"8058837571069","719244105213","f2197315b764fd9abd552567fe525474","2f780db78923cb1c27768ec2d7256d30","2017-05-23",52.0
"6942277047805","521264207357","444e891b14dc8fba47cad75afdbb199d","eece4bb65b8d3ec8d6aeef434e37bbb6","2017-02-28",32.0
"6942275704317","521264010749","12171c18d5ca2e86032a62904471e31f","8a86d66a3145dca441114789926e2c7b","2017-02-28",40.6
"6942277211645","521264240125","c394b9b56714e5319f2a9c08a2be55f3","792dc27589312b8736265a5f52b9b3ea","2017-02-28",48.0
"6942277572093","521264305661","40f3dd5b8e8b05fa157c832743acd0fa","6e989313df9cdc867508ff6b066c37fc","2017-02-28",52.0
"6942278260221","521264403965","9bb1104991ce8994c0ee35d22cc51368","7c866a077bef956d083dbcd88c4d6ab3","2017-02-28",28.0
"8759930000893","828573455869","79408b7da5a413018b1e962ea4bcc72e","19c285c8c217f325377cc67a4f5c7867","2017-07-18",22.4
"8931934213629","850181920253","bd8a6f413c61d6303471814f558865be","c28de18eeb10fa416569cdf981707509","2017-08-03",28.0
"8931935655421","850181953021","27e41797927d6ff7818e3b8d5069863e","f33f8508c618fe54aae09f2c87aa31b4","2017-08-03",38.0
"8058837898749","719244170749","6d1460b54239ab4dbc4eedbf5e865c85","c47a83417c02a14f14794936abafb111","2017-05-23",62.0
"8058835047933","719243482621","e3b3641e61bbe409d2982921ea280736","53c3d9866ca4e8180b97c3392c2f9c64","2017-05-23",45.0
"8931943585277","850182706685","8057bbb04e099073181bdb5e962fb6cc","ea7e628bd8892072fd259cebabcf40f9","2017-08-03",85.0
"8058839602685","719244465661","048eedf153c91a45a1d338f647a86bf1","eae807844eb2e8401eb67915908f2782","2017-05-23",62.0
"8058838783485","719244301821","fc49fb88bb6de7dc57e070f62bb492e7","e4d8833b2f30cc3eb8e9b5bbbb690802","2017-05-23",52.0
"8058839275005","719244334589","8e329c3a96ddef192807d350511060d1","27869175e6c960d41598726c0ff06025","2017-05-23",52.0
"8058839438845","719244367357","21e578e241f2f2626cedfbe4992af703","e2ed6fab80ff4baf1becda7685a98663","2017-05-23",28.0
"8759964800509","828579747325","4043cc716202cf9d137499161394ba98","58395d8767ff13daa806bd2fda60940a","2017-07-18",28.0
"8931944207869","850182903293","7c390a3ca93366ed42ea0ecda9a75e7b","4b667c304610bc842318e799f9f40411","2017-08-03",65.0
"8058832000509","719242860029","0acefda705953823f76013c67294a903","53590f63eb9650c3fcc9b5a3c64da7a5","2017-05-23",28.0
"8058832655869","719242958333","e9a97baab2e843994700d10a386acd56","ac9f3a4f3bf141be752bd6e0344f7c67","2017-05-23",58.0
"9321203242493","933949019645","f93e478b9419d6a4455a1cbed6be4697","16a5b4be66d4aaa8f97d7d5d870efa6d","2017-09-25",48.3
"8931935852029","850182018557","e43e087616e394656335141d115d659b","10b78b5a469d8716e7e416ad62fc0895","2017-08-03",42.0
"8931935983101","850182051325","62dce4619834ee67cff0db5c7cc8f129","3f26314f70eb075f67a40d07b23c18f6","2017-08-03",0.0
"8931936179709","850182084093","43eb850152450f56b3b9358874dda6b5","3bed5aa44d368f6e98fb46e450df8c90","2017-08-03",28.0
"9321212646909","933950395901","0ef09a971f62307f85cfd19ee5d9acb6","b55764a3ed7cedc916fe0298a09b615f","2017-09-25",58.0
"4886505395709","375446345213","5bbf7de7d9da56468891cc98e8ae23b9","e340069ad3f3d0a7f3699f1bbc075596","2016-11-14",31.0
"8931936474621","850182149629","6aa4978de1d4dc66dab638e631f6e83a","dfe782d6895ac0000d2f89f7c67d6c91","2017-08-03",38.0
"9321213269501","933950494205","c603e4118807eda3010359b5dfc36a16","c0a4037b13b5712e04e877b5f9d530c0","2017-09-25",43.4
"8931939456509","850182379005","5e4fb07e57c2335ab83c54ac174df463","074b2d64d7e411d3310812960cef3ad7","2017-08-03",47.6
"8058832328189","719242925565","f93f1d1ecb030bce731cc6b02dd0e251","7167648e7a80be9c6c9a2684ea6db6b9","2017-05-23",28.0
"8931938309629","850182313469","60e7d42f60e5ece519d5f6c84944389e","083c0357348f33543f6147eec0bc30db","2017-08-03",42.0
"8931934082557","850181854717","4d4e81f4e6a687f97a6ca995166c2581","2ff41b2153799bb7e3fad69e965f6598","2017-08-03",0.0
"8931939325437","850182346237","fcada4c4800d0292141363f9414a1b57","c5971dfa7d64a53efb0dd9742aef7c20","2017-08-03",42.0
"8058833081853","719243023869","6a515a73b691ed2dc865ce1a968ac75a","1dbe589c950f2094676d2fee8c5ba4e1","2017-05-23",32.0
"8931939587581","850182411773","4711de86170eb411e78e68254e4a1984","07cf3ad63f24d21602beb3b692ce2769","2017-08-03",38.0
"8931939915261","850182444541","790e380c40eb52826ed9ae424f676654","bbc6f60ffb7f9d80f90212eeb11f2d14","2017-08-03",48.0
"9321210582525","933950068221","49e8d744f190f3be70bc8208dad858b8","562096b2b67500287cb68b16db16d4d4","2017-09-25",89.0
"9321215399421","933950854653","fe7e7402dc7ac35db88c7df7b165fe4a","36ecabd3ee08e86ff8435b677aa895a9","2017-09-25",58.0
"8931941914109","850182641149","c47eb8c44195e61b0740ca2f916c1f5b","e8f6196ef2b6f7e5a6653cca2cb69657","2017-08-03",58.0
"8931943454205","850182673917","4834ae5b2024285710b8eec4c7a9749c","2592a3611740fa5e33da3b1fcdea1910","2017-08-03",65.0
"9321200522749","933948036605","1de087ad60d1b7b6ad6bb6f5665708c2","71acbd88c91be09f86bc66834c1ed317","2017-09-25",40.6
"8931943749117","850182837757","8f90a87a4c8a9840b74f42e5b5e14cfb","468d171c91c68d0974b216a756ba5655","2017-08-03",42.0
"6942278096381","521264371197","1e6c4b8df5457fdb678f9430ac231946","e8e5d4e894ee965cad7a173af6d2d455","2017-02-28",25.0
"9321201473021","933948593661","c72820ee4886376c49a9ebcb6a3aaf57","1cea448b0631e3507d480a6dd1e7b475","2017-09-25",62.0
"8931944699389","850182968829","eb55d247a0a979553831dcceec4726d5","e936e35d9c77dc49f5d91cf07e4e7a29","2017-08-03",48.0
"8931944830461","850183034365","2ed758fdaa31470aec8457255a4ed906","0c2515f712c67890df4b30ff26aa6739","2017-08-03",68.0
"8058832164349","719242892797","e96964d26eaf70b3088ef2ff94bf8a30","91d71808cf7b5e6e4e85e5b1718d7315","2017-05-23",28.0
"9321202423293","933948823037","6e6eacf9f4fe7a008e181c8a66579353","bea6092091f619491890fd4d5a56b358","2017-09-25",72.0
"8931945223677","850183132669","27af7ff4a1addb5b1eed43077fd0348c","a54160df4ea83b45f733889ca4630def","2017-08-03",52.0
"8931945453053","850183165437","f35f6c124f48c228777d540723091b00","d5608e702e051588a2c0c46083d3eb4a","2017-08-03",45.5
"9321205929469","933949445629","c70fe5182af6f0582cc8bee17ae67850","59b055965ece5d1cff58fb4f9698a1ed","2017-09-25",55.3
"8931945747965","850183296509","d68e55b18d09e82684954d0cba4e6ebf","2c87d4100d746473c40e7b5b0f3d1e14","2017-08-03",62.0
"9321213728253","933950559741","45274f31d4664b732e2af13faac5b37e","9bdb31b9615cd74afaea2b7c05998d94","2017-09-25",38.0
"8931946370557","850183525885","71684f4c8f71ef2d3ecf1b824c4d9d18","4348e8df4ac0556b2c39b6e63d555c6b","2017-08-03",28.0
"8931946501629","850183689725","65503275da6bff1d1814953430fe5c05","e40f1359a28ee58226efe4999f9c4ffa","2017-08-03",36.4
"8931946698237","850183788029","db954c9f90242812202095581498d9b3","d4dd83aca1e8454dc84ed09076ebcfd2","2017-08-03",28.0
"8931947714045","850183886333","b5d24107090d612a637108e73b5fdd76","e6b067afc64ca67a01ec45785c2ad814","2017-08-03",28.0
"9666218333693","1007443056125","2eb9961b7d646b09bf3baebf2e0c8ba8","9db48186096bc3cca4b630bebb2b0db8","2017-11-06",55.0
"8058834884093","719243384317","a040ac8449734fa196a430acda0e4df5","f08dd4916b4fc7f742367aa9ca39bb70","2017-05-23",45.0
"9321199670781","933947741693","c5b110613245ed87cfbd135ce38c6df2","5c201bf20d4ff47e3d027d4c3284a777","2017-09-25",58.0
"9321199998461","933947905533","207c83b8210ed9266825da0d4e44ae19","a7089e3910156ae02185ffdb5346f390","2017-09-25",33.6
"9321205405181","933949380093","e36d4ce00ab952cabfce32a26d81aaab","57a75046f2259db2cf7c6c002431f47a","2017-09-25",99.0
"9321200784893","933948265981","9a9f69869d75ec0d7ed9a15548b9c8af","bc698b43d473ab2626c29de736bab6db","2017-09-25",48.0
"9666218661373","1007443187197","6a216ea976a298ae8d158226ca2c94a2","3c8852cbb3ecc685c3d0de96da3df2c5","2017-11-06",45.5
"8931937031677","850182215165","9c7f7ad7cd159052f4473155d8284cdf","6d3ee88bbd455d80ab97af8a11c3623c","2017-08-03",42.0
"8931937162749","850182280701","7a737e4be855be4375a2c9d3429f7778","d03be229203fe6bfc790137a541e6bac","2017-08-03",43.4
"9666218956285","1007443219965","efb5e663f30221f21a161cd45cd49b9d","fd85c1c25032db2ee2fb20475606b741","2017-11-06",55.3
"9321202652669","933948888573","581dcddea6913262270b939b64ce153f","ef29314986305b02db6f9f5d985665db","2017-09-25",58.0
"9321203045885","933948954109","e9580c9270b08bb75da40f5fc755c2f7","55cad9a6092d396c20711fbedda7b8cc","2017-09-25",49.0
"8058837177853","719244072445","bf913973911746520c6b643b31e239eb","837dbd098093deed13e03fbc3f9df73a","2017-05-23",58.0
"9666220627453","1007443285501","e9d78dd3ba54b9630360d23417dbc50b","6d8631ca33a07f64c464a9e5e13601a8","2017-11-06",65.0
"9666220758525","1007443318269","8cd34a0f3c649ef7463bc1aff8cee721","033d5364bab94661d7b8b7bcc70accaf","2017-11-06",49.0
"8058838291965","719244203517","e076eb5dabf566d2d4bcfff0a1729bc0","e48a924cd7596ef3dd4ab96e6536cc77","2017-05-23",48.0
"9321206846973","933949642237","3946f474c5ce40fc2b2c9cb4fdaae9c2","cc5a9013661e4da1b339ddc47c91c155","2017-09-25",68.0
"9321207305725","933949773309","2fe59058559ce786342ce0aa582d054d","db4f50590c2606b98b03ef59958c4378","2017-09-25",55.3
"9321209304573","933949871613","a1b647f3fe5d2548c9705b816c512158","978525dbdddb99b28b7e340d2086b876","2017-09-25",55.3
"9321209697789","933949937149","7777a28b2c456be93d8d4993f8df7171","e186907c0df5f7199d5e07808734c567","2017-09-25",58.0
"9321210123773","933950002685","06c8b31c5ff38a88d2e4c40ff41320c5","3baf3e6da735ac63fb8226d56bec10db","2017-09-25",76.3
"9321204422141","933949216253","11eadfe7b3ff70a693687012eb7a1669","b1a56283d166fb051407df8dea9b91cc","2017-09-25",59.5
"9666221020669","1007443416573","509282646286fa5cdc25a2ed573d77b6","895868770df5dff4769dbc0d46d04df7","2017-11-06",55.3
"9666221151741","1007443482109","a7606cc18fa6a79757a7c9f9d7a73b63","d3d415dea15338716a914fe5445d2992","2017-11-06",45.5
"9666220889597","1007443351037","eebd55aa264122d62216e6028e6f7d5a","5f4134bb82b294cba8c8b4358f7fcb54","2017-11-06",48.3
"9321212155389","933950297597","c4191cbd53c7e2a006928510a805ab04","4b5087f6e76b9b4c35c6702be70ab526","2017-09-25",72.0
"9666222003709","1007443580413","928475899cd4f7e633d67ac6bcf69ff7","75fef2fe50023c15b10f1ce401543842","2017-11-06",55.0
"9321214580221","933950658045","ea848ec7f9fbdb5f962c07e368f54c50","7527c9d24fc30995553e7d2f14bbcfa1","2017-09-25",32.0
"9321215006205","933950789117","ab87b942c56f7b80f857a48d957c4df6","a40539daa7c81a5144d48e9bf4c46f3f","2017-09-25",38.0
"9666221315581","1007443547645","69adcf1386982be33eb7251b8689cdd2","44bc67093284b07ae83d24d1d936cba6","2017-11-06",45.0
"9385828455933","949499696637","096e387ca3211260f2901a5b5dd1578b","62177bec31081310b3bae8a29df08dda","2017-10-04",32.0
"9666226263549","1007444006397","5abdf63523ef75dacd867d1e4cceebbb","936fbb512eaa5ad06658ea6e79e3343b","2017-11-06",59.0
"9735823857149","1021062583805","c181d5d7597a1e506e723de23374cf04","3bd0158b9c970cf55a181f5a13c292e7","2017-11-15",31.5
"9773594416637","1028379448829","25d755eee9b64a0a3ac8f15c99abe171","371fa893331d54850cbaedc0ddc7c98c","2017-11-20",17.5
"9666223314429","1007443645949","0e399f52f31000de0b04687dcb46dd9f","a29634c48370999b9dc61c297fcfdc15","2017-11-06",65.0
"10512005830141","1183021766141","87fe39e585e64ca63d7e02a88adbbdc7","cc287e9d65a7f8623afab81f4324dab1","2018-03-08",98.0
"8931940406781","850182542845","0e22223f78d62765971701946d027a6e","f2ce47840c0457f83a405609e98ac15d","2017-08-03",58.0
"8759934621181","828573914621","d52ed57f9a95288a396caa17dd2c5f6f","7e03880f2cbe142f2b4189e564c06030","2017-07-18",32.0
"10512005993981","1183021798909","2a9131f81f9e29d64ed63ff692d751af","756910320662158e61e410a4f1d07143","2018-03-08",62.0
"8931945616893","850183198205","5ea7c6ba68d9b01f0f473be6b7cff9d5","398bb3440e8bb9b9d3b8a1ec4c4552cd","2017-08-03",29.4
"10512006157821","1183021831677","372010c1b88f990f2db7412a0df4f445","dd38b46085268bd7cfb7b4a6cd48858b","2018-03-08",72.0
"10512006813181","1183021929981","7ec7e9e91f4c2f162c6bab2d725eb8d6","43255d668028c018a4c6fba30a8591f1","2018-03-08",98.0
"9666225509885","1007443777021","84ec4f4358ddef2012b7a64fe057ba01","d540f8e8e603ecf8030e75f212b2cdab","2017-11-06",0.0
"10512006977021","1183021962749","8515b9c72eaeb91e2d45b33dcf681e21","a5d9c81bd80cabac0592460055e362cb","2018-03-08",82.0
"10512007140861","1183021995517","3e044963a4c21448e6e5856ced57b382","68384251000eb453f5add8a831b80594","2018-03-08",38.0
"10512007337469","1183022028285","f3383f116c58a48bf5d2cbb1bc1ecc41","f4cbc6a797e62ad8abe8554d0fb5556e","2018-03-08",38.0
"8931945879037","850183394813","b1be64e585dbfbe005c9b71d455f9689","ce5fc6c2b01acde2c244d18998fcb457","2017-08-03",28.0
"8759992292861","828584465917","6f045b4cfcea2aec699b85b447661e48","a81e38bd96474f356e59766057c80046","2017-07-18",19.6
"8931936310781","850182116861","0cc75a897651c405f65071677eed145f","163f885617f368fdc65e9baed87fa9fe","2017-08-03",42.0
"9666224395773","1007443678717","6d4f7bdc7aa2dc2a9601a1b23de00c28","af5025c8b4c19346588f06395b23997d","2017-11-06",65.0
"50547000799","12927625695","08ba660ec5643520a73108bef6f3ddd6","273bbc291163d41f2458c6694dd40fa1","2016-08-18",25.0
"8931940046333","850182510077","c78ed09019bc1ac8233a12328f218bbf","d821e7ba945cca17028ab8d234d47e5d","2017-08-03",52.0
"9666224952829","1007443744253","00f29c6a742105612075d29b7d52f9c8","b3aa8dba878bbf2aae3df7b94c946eb3","2017-11-06",35.0
"10512007501309","1183022061053","840be17bf9c62cc7518c9b1508f0f1c7","47c46a29b8f76ca749c5674478e68020","2018-03-08",79.0
"9666225804797","1007443842557","5a8591f06cc5b714facd834a8d8b7830","5a4cc599dc199e4bb9b20ed8d18fd960","2017-11-06",62.0
"9735927076349","1021116519933","9bb1104991ce8994c0ee35d22cc51368","9d83d58fb4057c96cb74b92f59adf6e1","2017-11-15",28.0
"50553895647","12928058271","1a48969f590d02853bf7526fd9548a5b","3133442b4f7ccb550fb388e334f66f18","2016-08-18",47.6
"9666225968637","1007443908093","c149185a15eff558c373bb23fbbacd9d","2bcb64df53fbe3accc13eb7c24f451bb","2017-11-06",39.0
"8931941783037","850182575613","dc4c0dd2b1f2c5347fa2425c42461b56","69f71deae21a8742e27032500f3a3808","2017-08-03",36.4
"10512007665149","1183022093821","07859c3950cffd3e7535c999cc6f5ea1","e4351f9c1466e12dc3beb785bcdb6059","2018-03-08",65.0
"9321201014269","933948429821","e584696ffdc8c57f97c169d824864878","d8f38ecb49c4891f37ae8dc17cb23b10","2017-09-25",58.0
"9666226132477","1007443973629","01c23e0044040b0a78a9987dce2a5e66","b236b4db9718f89ebb61fccab3973414","2017-11-06",43.4
"10512007828989","1183022126589","35e3c55735143f88cb170d44b6f5ef0d","985362d5f7e56c5db99e041a7b8be12b","2018-03-08",79.0
"9321211008509","933950133757","35140249e76f08437aa18898e21fc4b4","bf37ae3366f7e034e7a7c834a4fc62da","2017-09-25",31.5
