"id","created_at","closed_at","cancelled_at","customer_id","financial_status","fulfillment_status","processed_at","total_price","shipping_rate","subtotal_price","total_discounts","total_line_items_price"
"7677147743","2016-08-22","2016-08-23","","8688144607","paid","fulfilled","2016-08-22",32.0,"7.00",25.0,0.0,25.0
"7677148319","2016-08-22","2016-08-23","","8688142239","paid","fulfilled","2016-08-22",222.83,"32.83",190.0,0.0,190.0
"7677160543","2016-08-22","2016-08-23","","8688154079","paid","fulfilled","2016-08-22",114.0,"0.00",114.0,0.0,114.0
"7677166751","2016-08-22","2016-08-23","","8688056671","refunded","fulfilled","2016-08-22",163.0,"0.00",163.0,0.0,163.0
"7677207391","2016-08-22","2016-08-23","","8688189919","partially_refunded","fulfilled","2016-08-22",128.92,"0.00",118.0,0.0,118.0
"7677213855","2016-08-22","2016-08-23","","8688133663","refunded","fulfilled","2016-08-22",56.16,"7.00",45.0,0.0,45.0
"7677225439","2016-08-22","2016-08-23","","8688106463","paid","fulfilled","2016-08-22",145.0,"0.00",145.0,0.0,145.0
"7677229151","2016-08-22","2016-08-23","","8688248671","paid","fulfilled","2016-08-22",77.0,"7.00",70.0,0.0,70.0
"7677250015","2016-08-22","2016-08-23","","8688367967","paid","fulfilled","2016-08-22",32.0,"7.00",25.0,0.0,25.0
"7677255135","2016-08-22","2016-08-23","","8688153567","paid","fulfilled","2016-08-22",165.83,"32.83",133.0,0.0,133.0
"7677256863","2016-08-22","2016-08-23","","8688364767","paid","fulfilled","2016-08-22",45.24,"7.00",35.0,0.0,35.0
"7677260575","2016-08-22","2016-08-23","","8688445599","paid","fulfilled","2016-08-22",52.0,"7.00",45.0,0.0,45.0
"7677261663","2016-08-22","","2016-08-22","8688491615","refunded","","2016-08-22",158.0,"0.00",158.0,0.0,158.0
"7677262943","2016-08-22","2016-08-23","","8688491935","paid","fulfilled","2016-08-22",182.0,"0.00",182.0,0.0,182.0
"7677265375","2016-08-22","2016-08-23","","8688409055","paid","fulfilled","2016-08-22",32.0,"7.00",25.0,0.0,25.0
"7677267935","2016-08-22","2016-08-23","","8688496927","paid","fulfilled","2016-08-22",45.0,"7.00",38.0,0.0,38.0
"377156212221","2017-03-16","2017-03-22","","280479208957","paid","fulfilled","2017-03-16",0.0,"0.00",0.0,38.0,38.0
"7677268639","2016-08-22","2016-08-23","","8688496991","paid","fulfilled","2016-08-22",32.0,"7.00",25.0,0.0,25.0
"7677269023","2016-08-22","2016-08-23","","8688373343","paid","fulfilled","2016-08-22",112.0,"0.00",112.0,0.0,112.0
"7677271455","2016-08-22","2016-08-23","","8687983647","paid","fulfilled","2016-08-22",65.0,"7.00",58.0,0.0,58.0
"7677283935","2016-08-22","2016-08-23","","8688512159","refunded","fulfilled","2016-08-22",226.0,"0.00",226.0,0.0,226.0
"7677285855","2016-08-22","2016-08-23","","8688502431","paid","fulfilled","2016-08-22",107.97,"47.97",60.0,0.0,60.0
"7677289759","2016-08-22","2016-08-23","","8688513439","partially_refunded","fulfilled","2016-08-22",99.0,"0.00",99.0,0.0,99.0
"7677297695","2016-08-22","2016-08-25","","8688492767","paid","fulfilled","2016-08-22",32.0,"7.00",25.0,0.0,25.0
"7677307359","2016-08-22","2016-08-23","","8688536223","paid","fulfilled","2016-08-22",42.0,"7.00",35.0,0.0,35.0
"7677307487","2016-08-22","2016-08-23","","8688535711","paid","fulfilled","2016-08-22",87.0,"7.00",80.0,0.0,80.0
"7677308703","2016-08-22","2016-08-23","","8688488095","paid","fulfilled","2016-08-22",49.0,"7.00",42.0,0.0,42.0
"7677329375","2016-08-22","2016-08-23","","8688554015","paid","fulfilled","2016-08-22",229.85,"28.85",201.0,0.0,201.0
"7677330079","2016-08-22","2016-08-23","","8688545375","paid","fulfilled","2016-08-22",34.31,"7.00",25.0,0.0,25.0
"7677330271","2016-08-22","2016-08-23","","8688559199","paid","fulfilled","2016-08-22",126.73,"0.00",116.0,0.0,116.0
"7677338463","2016-08-22","2016-08-23","","8688566751","paid","fulfilled","2016-08-22",113.62,"0.00",104.0,0.0,104.0
"7677339999","2016-08-22","2016-08-24","","8688564063","paid","fulfilled","2016-08-22",45.24,"7.00",35.0,0.0,35.0
"7677353119","2016-08-22","2016-08-23","","8688538143","paid","fulfilled","2016-08-22",132.0,"0.00",132.0,0.0,132.0
"7677364639","2016-08-22","2016-08-23","","8688507999","paid","fulfilled","2016-08-22",45.0,"7.00",38.0,0.0,38.0
"7677368287","2016-08-22","2016-08-23","","8688595935","paid","fulfilled","2016-08-22",268.0,"0.00",268.0,0.0,268.0
"7677371871","2016-08-22","2016-08-23","","8688601503","paid","fulfilled","2016-08-22",72.55,"7.00",60.0,0.0,60.0
"7677374943","2016-08-22","2016-08-23","","8688577631","paid","fulfilled","2016-08-22",100.0,"0.00",100.0,0.0,100.0
"7677375327","2016-08-22","2016-08-23","","8688594143","refunded","fulfilled","2016-08-22",122.0,"0.00",122.0,0.0,122.0
"7677381087","2016-08-22","2016-08-23","","8688606175","paid","fulfilled","2016-08-22",87.0,"7.00",80.0,0.0,80.0
"7677381471","2016-08-22","2016-08-23","","8688580063","paid","fulfilled","2016-08-22",124.55,"0.00",114.0,0.0,114.0
"7677383711","2016-08-22","2016-08-23","","8688606943","paid","fulfilled","2016-08-22",32.0,"7.00",25.0,0.0,25.0
"7677387807","2016-08-22","2016-08-23","","8688527455","paid","fulfilled","2016-08-22",119.0,"0.00",119.0,0.0,119.0
"7677401823","2016-08-22","2016-08-23","","8688594463","paid","fulfilled","2016-08-22",103.0,"0.00",103.0,0.0,103.0
"7677412447","2016-08-22","2016-08-23","","8688639263","paid","fulfilled","2016-08-22",91.12,"7.00",77.0,0.0,77.0
"7677413279","2016-08-22","2016-08-23","","8688638303","paid","fulfilled","2016-08-22",131.1,"0.00",120.0,0.0,120.0
"7677413919","2016-08-22","2016-08-23","","8688641503","paid","fulfilled","2016-08-22",179.17,"0.00",164.0,0.0,164.0
"7677415647","2016-08-22","2016-08-23","","8688565023","paid","fulfilled","2016-08-22",94.4,"7.00",80.0,0.0,80.0
"7677421151","2016-08-22","2016-08-23","","8688638943","paid","fulfilled","2016-08-22",65.0,"7.00",58.0,0.0,58.0
"7677421279","2016-08-22","2016-09-20","","8688648479","paid","fulfilled","2016-08-22",131.1,"0.00",120.0,0.0,120.0
"7677426655","2016-08-22","2016-08-23","","8688649951","paid","fulfilled","2016-08-22",331.0,"0.00",331.0,0.0,331.0
"7677427807","2016-08-22","2016-08-23","","8688649759","paid","fulfilled","2016-08-22",121.0,"0.00",121.0,0.0,121.0
"7677431007","2016-08-22","2016-08-23","","8688654175","paid","fulfilled","2016-08-22",136.8,"43.80",93.0,0.0,93.0
"7677431711","2016-08-22","2016-08-23","","8688655327","paid","fulfilled","2016-08-22",121.0,"0.00",121.0,0.0,121.0
"7677432927","2016-08-22","2016-08-23","","8688654303","partially_refunded","fulfilled","2016-08-22",120.0,"0.00",120.0,0.0,120.0
"7677435999","2016-08-22","2016-08-23","","8688661279","paid","fulfilled","2016-08-22",45.24,"7.00",35.0,0.0,35.0
"7677438879","2016-08-22","2016-08-23","","8688666271","paid","fulfilled","2016-08-22",87.0,"7.00",80.0,0.0,80.0
"7677442463","2016-08-22","2016-08-23","","8688667743","paid","fulfilled","2016-08-22",42.0,"7.00",35.0,0.0,35.0
"7677442975","2016-08-22","2016-08-23","","8688660255","paid","fulfilled","2016-08-22",126.0,"0.00",126.0,0.0,126.0
"7677450655","2016-08-22","2016-08-23","","8688678495","partially_refunded","fulfilled","2016-08-22",56.16,"7.00",45.0,0.0,45.0
"7677460703","2016-08-22","2016-08-23","","8688688863","refunded","fulfilled","2016-08-22",81.29,"7.00",68.0,0.0,68.0
"7677463135","2016-08-22","2016-08-23","","8688691487","paid","fulfilled","2016-08-22",52.0,"7.00",45.0,0.0,45.0
"7677464671","2016-08-22","2016-08-23","","8688683551","paid","fulfilled","2016-08-22",32.0,"7.00",25.0,0.0,25.0
"7677471519","2016-08-22","2016-08-23","","8688693151","refunded","fulfilled","2016-08-22",32.0,"7.00",25.0,0.0,25.0
"7677474399","2016-08-22","2016-08-23","","8688667807","paid","fulfilled","2016-08-22",122.85,"28.85",94.0,0.0,94.0
"7677477663","2016-08-22","2016-08-23","","8688707487","paid","fulfilled","2016-08-22",34.31,"7.00",25.0,0.0,25.0
"7677490655","2016-08-22","2016-08-23","","8688542751","paid","fulfilled","2016-08-22",169.97,"47.97",122.0,0.0,122.0
"7677491231","2016-08-22","2016-08-23","","8688719967","paid","fulfilled","2016-08-22",59.0,"7.00",52.0,0.0,52.0
"7677498463","2016-08-22","2016-08-23","","8688726175","refunded","fulfilled","2016-08-22",76.0,"7.00",69.0,0.0,69.0
"7677502367","2016-08-22","2016-08-23","","8688400543","paid","fulfilled","2016-08-22",119.83,"32.83",87.0,0.0,87.0
"7677505759","2016-08-22","2016-08-23","","8688736607","partially_refunded","fulfilled","2016-08-22",115.81,"0.00",106.0,0.0,106.0
"7677505887","2016-08-22","2016-08-23","","8688734879","paid","fulfilled","2016-08-22",77.0,"7.00",70.0,0.0,70.0
"7677510111","2016-08-22","2016-08-23","","8688742815","paid","fulfilled","2016-08-22",361.0,"0.00",361.0,0.0,361.0
"7677513503","2016-08-22","","2016-08-22","8688740831","voided","","2016-08-22",34.31,"7.00",25.0,0.0,25.0
"7677517087","2016-08-22","2016-08-23","","8688751263","paid","fulfilled","2016-08-22",32.0,"7.00",25.0,0.0,25.0
"7677519263","2016-08-22","2016-08-23","","8688725983","paid","fulfilled","2016-08-22",32.0,"7.00",25.0,0.0,25.0
"7677520351","2016-08-22","2016-08-23","","8687646303","partially_refunded","fulfilled","2016-08-22",120.18,"0.00",110.0,0.0,110.0
"7677522847","2016-08-22","2016-08-23","","8688701407","paid","fulfilled","2016-08-22",75.0,"7.00",68.0,0.0,68.0
"7677525343","2016-08-22","2016-08-23","","8687978783","paid","fulfilled","2016-08-22",103.0,"0.00",103.0,0.0,103.0
"7677525535","2016-08-22","2016-08-28","","8688745503","paid","fulfilled","2016-08-22",52.0,"7.00",45.0,0.0,45.0
"7677525919","2016-08-22","2016-08-23","","8688745311","paid","fulfilled","2016-08-22",101.0,"7.00",94.0,0.0,94.0
"7677528671","2016-08-22","2016-08-23","","8688760671","paid","fulfilled","2016-08-22",196.65,"0.00",180.0,0.0,180.0
"7677529119","2016-08-22","2016-08-23","","8688760863","paid","fulfilled","2016-08-22",128.92,"0.00",118.0,0.0,118.0
"7677536863","2016-08-22","2016-08-23","","8688764255","paid","fulfilled","2016-08-22",88.0,"7.00",81.0,0.0,81.0
"7677545631","2016-08-22","2016-08-23","","8688776799","paid","fulfilled","2016-08-22",186.82,"0.00",171.0,0.0,171.0
"7677553375","2016-08-22","2016-08-23","","8688754079","partially_refunded","fulfilled","2016-08-22",450.0,"0.00",450.0,0.0,450.0
"7677554783","2016-08-22","2016-08-23","","8688790111","paid","fulfilled","2016-08-22",32.0,"7.00",25.0,0.0,25.0
"7677566303","2016-08-22","2016-08-23","","8688803295","paid","fulfilled","2016-08-22",113.62,"0.00",104.0,0.0,104.0
"7677575583","2016-08-22","2016-08-23","","8688813855","partially_refunded","fulfilled","2016-08-22",79.0,"7.00",72.0,0.0,72.0
"7677578783","2016-08-22","2016-08-23","","8688775839","refunded","fulfilled","2016-08-22",145.3,"0.00",133.0,0.0,133.0
"7677579231","2016-08-22","2016-08-23","","8688820639","paid","fulfilled","2016-08-22",34.31,"7.00",25.0,0.0,25.0
"7677587551","2016-08-22","2016-08-23","","8688791135","paid","fulfilled","2016-08-22",124.55,"0.00",114.0,0.0,114.0
"7677594783","2016-08-22","2016-08-23","","8688605023","paid","fulfilled","2016-08-22",92.83,"32.83",60.0,0.0,60.0
"7677601311","2016-08-22","2016-08-23","","8688835231","paid","fulfilled","2016-08-22",148.0,"0.00",148.0,0.0,148.0
"7677602719","2016-08-22","2016-08-23","","8688835615","paid","fulfilled","2016-08-22",101.83,"32.83",69.0,0.0,69.0
"7677603807","2016-08-22","2016-08-23","","8688843807","partially_refunded","fulfilled","2016-08-22",241.44,"0.00",221.0,0.0,221.0
"7677605087","2016-08-22","2016-08-23","","8688822239","paid","fulfilled","2016-08-22",63.81,"7.00",52.0,0.0,52.0
"7677606943","2016-08-22","2016-08-23","","8688740831","paid","fulfilled","2016-08-22",272.03,"0.00",249.0,0.0,249.0
"7677610271","2016-08-22","2016-08-23","","8688853791","paid","fulfilled","2016-08-22",75.0,"7.00",68.0,0.0,68.0
"7677616287","2016-08-22","2016-08-23","","8688851743","paid","fulfilled","2016-08-22",42.0,"7.00",35.0,0.0,35.0
"7677621471","2016-08-22","2016-08-23","","8688864991","paid","fulfilled","2016-08-22",76.0,"7.00",69.0,0.0,69.0
"7677625887","2016-08-22","2016-08-23","","8688849183","paid","fulfilled","2016-08-22",196.85,"28.85",168.0,0.0,168.0
"7677633823","2016-08-22","2016-08-23","","8688881247","paid","fulfilled","2016-08-22",56.16,"7.00",45.0,0.0,45.0
"7677635871","2016-08-22","2016-08-23","","8688875103","paid","fulfilled","2016-08-22",97.0,"7.00",90.0,0.0,90.0
"7677635935","2016-08-22","2016-08-23","","8688754079","partially_refunded","fulfilled","2016-08-22",120.0,"0.00",120.0,0.0,120.0
"7677636703","2016-08-22","2016-08-23","","8688870303","paid","fulfilled","2016-08-22",32.0,"7.00",25.0,0.0,25.0
"7677640479","2016-08-22","2016-08-23","","8688890143","paid","fulfilled","2016-08-22",32.0,"7.00",25.0,0.0,25.0
"7677641503","2016-08-22","2016-08-23","","8688889951","paid","fulfilled","2016-08-22",34.31,"7.00",25.0,0.0,25.0
"7677645535","2016-08-22","2016-08-23","","8688891935","paid","fulfilled","2016-08-22",84.0,"7.00",77.0,0.0,77.0
"7677647519","2016-08-22","2016-08-22","","8688889567","paid","fulfilled","2016-08-22",71.32,"19.32",52.0,0.0,52.0
"7677652895","2016-08-22","2016-08-23","","8688896607","refunded","fulfilled","2016-08-22",116.0,"0.00",116.0,0.0,116.0
"7677654175","2016-08-22","2016-08-23","","8688886623","paid","fulfilled","2016-08-22",141.0,"0.00",141.0,0.0,141.0
"7677654943","2016-08-22","2016-08-23","","8688906591","paid","fulfilled","2016-08-22",32.0,"7.00",25.0,0.0,25.0
"7677656095","2016-08-22","2016-08-23","","8688907295","paid","fulfilled","2016-08-22",67.0,"7.00",60.0,0.0,60.0
"7677656543","2016-08-22","2016-08-23","","8688903071","partially_refunded","fulfilled","2016-08-22",87.0,"7.00",80.0,0.0,80.0
"7677658335","2016-08-22","2016-08-23","","8688911263","paid","fulfilled","2016-08-22",87.0,"7.00",80.0,0.0,80.0
"7677661151","2016-08-22","2016-08-23","","8688906975","paid","fulfilled","2016-08-22",77.0,"7.00",70.0,0.0,70.0
"7677661919","2016-08-22","2016-08-23","","8688910303","paid","fulfilled","2016-08-22",32.0,"7.00",25.0,0.0,25.0
"7677662175","2016-08-22","2016-08-23","","8688917727","paid","fulfilled","2016-08-22",42.0,"7.00",35.0,0.0,35.0
"7677664863","2016-08-22","2016-08-23","","8688838687","paid","fulfilled","2016-08-22",52.0,"7.00",45.0,0.0,45.0
"7677668575","2016-08-22","2016-08-23","","8688961823","paid","fulfilled","2016-08-22",122.36,"0.00",112.0,0.0,112.0
"7677670559","2016-08-22","2016-08-23","","8688905247","paid","fulfilled","2016-08-22",67.0,"7.00",60.0,0.0,60.0
"7677672287","2016-08-22","2016-08-23","","8688901343","partially_refunded","fulfilled","2016-08-22",104.0,"7.00",97.0,0.0,97.0
"7690694047","2016-08-24","","","8689193567","paid","partial","2016-08-22",32.0,"7.00",25.0,0.0,25.0
"7677675743","2016-08-22","2016-08-23","","8688968799","paid","fulfilled","2016-08-22",49.0,"7.00",42.0,0.0,42.0
"7677679007","2016-08-22","2016-08-23","","8688921055","paid","fulfilled","2016-08-22",32.0,"7.00",25.0,0.0,25.0
"7677679327","2016-08-22","2016-08-23","","8688971871","paid","fulfilled","2016-08-22",52.0,"7.00",45.0,0.0,45.0
"7677685791","2016-08-22","2016-08-23","","8688979231","paid","fulfilled","2016-08-22",251.0,"0.00",251.0,0.0,251.0
"7677687583","2016-08-22","2016-08-23","","8688973535","paid","fulfilled","2016-08-22",42.0,"7.00",35.0,0.0,35.0
"7745891679","2016-09-06","","2016-09-06","8687978783","refunded","","2016-09-06",68.0,"0.00",68.0,0.0,68.0
"7677687647","2016-08-22","2016-08-23","","8688981727","paid","fulfilled","2016-08-22",32.0,"7.00",25.0,0.0,25.0
"7677688991","2016-08-22","2016-08-23","","8688978015","paid","fulfilled","2016-08-22",106.83,"32.83",74.0,0.0,74.0
"7677689183","2016-08-22","2016-08-23","","8688975391","paid","fulfilled","2016-08-22",49.0,"7.00",42.0,0.0,42.0
"7677689503","2016-08-22","2016-08-23","","8688838111","paid","fulfilled","2016-08-22",163.16,"83.16",80.0,0.0,80.0
"7677690143","2016-08-22","2016-08-23","","8688971551","paid","fulfilled","2016-08-22",32.0,"7.00",25.0,0.0,25.0
"7677693407","2016-08-22","2016-08-23","","8688896799","paid","fulfilled","2016-08-22",122.0,"0.00",122.0,0.0,122.0
"7677694623","2016-08-22","2016-08-23","","8688083551","paid","fulfilled","2016-08-22",111.88,"7.00",96.0,0.0,96.0
"7677695455","2016-08-22","2016-08-23","","8688988959","paid","fulfilled","2016-08-22",45.24,"7.00",35.0,0.0,35.0
"7677695967","2016-08-22","2016-08-23","","8688984159","partially_refunded","fulfilled","2016-08-22",84.0,"7.00",77.0,0.0,77.0
"7677700319","2016-08-22","2016-08-23","","8688986527","paid","fulfilled","2016-08-22",56.16,"7.00",45.0,0.0,45.0
"7677700447","2016-08-22","2016-08-23","","8688900703","paid","fulfilled","2016-08-22",52.0,"7.00",45.0,0.0,45.0
"7677701151","2016-08-22","2016-08-23","","8688843103","refunded","fulfilled","2016-08-22",137.0,"0.00",137.0,0.0,137.0
"7677701535","2016-08-22","2016-08-23","","8688973727","paid","fulfilled","2016-08-22",113.0,"0.00",113.0,0.0,113.0
"7677701983","2016-08-22","2016-08-23","","8688892319","paid","fulfilled","2016-08-22",180.24,"17.46",149.0,0.0,149.0
"7677705439","2016-08-22","2016-08-23","","8688967711","partially_refunded","fulfilled","2016-08-22",106.0,"0.00",106.0,0.0,106.0
"7677706079","2016-08-22","2016-08-23","","8689002975","refunded","fulfilled","2016-08-22",65.0,"7.00",58.0,0.0,58.0
"7677707295","2016-08-22","2016-08-23","","8688799327","paid","fulfilled","2016-08-22",97.0,"7.00",90.0,0.0,90.0
"7677709279","2016-08-22","2016-08-23","","8688968351","paid","fulfilled","2016-08-22",52.0,"7.00",45.0,0.0,45.0
"7677710943","2016-08-22","2016-08-23","","8688998367","paid","fulfilled","2016-08-22",99.93,"47.93",52.0,0.0,52.0
"7677712095","2016-08-22","2016-08-23","","8689013407","paid","fulfilled","2016-08-22",72.55,"7.00",60.0,0.0,60.0
"7677713439","2016-08-22","2016-08-23","","8689013279","paid","fulfilled","2016-08-22",86.0,"7.00",79.0,0.0,79.0
"7677714463","2016-08-22","2016-08-23","","8688995807","paid","fulfilled","2016-08-22",120.0,"0.00",120.0,0.0,120.0
"7677715679","2016-08-22","2016-08-23","","8689010591","paid","fulfilled","2016-08-22",77.83,"32.83",45.0,0.0,45.0
"7677716447","2016-08-22","2016-08-23","","8689000671","paid","fulfilled","2016-08-22",207.0,"0.00",207.0,0.0,207.0
"7677717983","2016-08-22","","2016-08-23","8689018527","refunded","","2016-08-22",82.38,"7.00",69.0,0.0,69.0
"7677718303","2016-08-22","2016-08-23","","8688993247","paid","fulfilled","2016-08-22",134.38,"0.00",123.0,0.0,123.0
"7677718495","2016-08-22","2016-08-23","","8689006303","paid","fulfilled","2016-08-22",32.0,"7.00",25.0,0.0,25.0
"7677719263","2016-08-22","2016-08-23","","8689020639","paid","fulfilled","2016-08-22",52.0,"7.00",45.0,0.0,45.0
"7677720863","2016-08-22","2016-08-23","","8689022815","paid","fulfilled","2016-08-22",34.31,"7.00",25.0,0.0,25.0
"7677721311","2016-08-22","2016-08-23","","8689018847","paid","fulfilled","2016-08-22",101.0,"7.00",94.0,0.0,94.0
"7677725023","2016-08-22","2016-08-23","","8688852639","paid","fulfilled","2016-08-22",149.67,"0.00",137.0,0.0,137.0
"7677726111","2016-08-22","2016-08-23","","8688984415","refunded","fulfilled","2016-08-22",78.01,"7.00",65.0,0.0,65.0
"7677726815","2016-08-22","2016-08-23","","8689022559","paid","fulfilled","2016-08-22",178.83,"32.83",146.0,0.0,146.0
"7677728991","2016-08-22","2016-08-23","","8689030111","refunded","fulfilled","2016-08-22",65.0,"7.00",58.0,0.0,58.0
"7677730143","2016-08-22","2016-08-23","","8689015647","paid","fulfilled","2016-08-22",81.29,"7.00",68.0,0.0,68.0
